CumulativeMethodScore,CumulativeTaskScore,CumulativeMethodTaskPairScore
6.891961378319859e-06,6.127365549757171e-06,7.029035406316388e-06
2.9654249227056657e-06,5.990079109666794e-06,8.95550403237246e-06
0.0,3.882451651935427e-06,6.295237905366646e-06
0.0,4.405424836568659e-06,7.822088212744796e-06
0.0,1.7144263134320051e-06,0.0
2.814720623169874e-06,1.887446312621513e-05,2.1689183749385003e-05
0.0,1.7336983302120152e-06,1.7531464397672663e-05
6.082512874327898e-06,1.0593736276453382e-06,1.839178157986381e-05
7.174370480637574e-06,3.152625837630827e-06,7.687665113039136e-06
0.0,0.0,0.0
4.9259485125939195e-06,0.0,1.6527058305055685e-05
5.967072675670234e-06,0.0,7.529975166607247e-06
1.0096704350299035e-06,0.0,6.222280875754705e-06
0.0,2.2870449573616913e-06,8.494688203691316e-06
1.0245844031200233e-05,0.0,3.2053836854912747e-06
3.948951297099998e-06,5.707384374397665e-06,9.315684662310798e-05
4.840857335616976e-06,6.527967968910634e-07,5.6270811186841015e-05
0.0,0.0,0.0
4.0643109957681254e-06,2.1004172241288133e-07,3.3361973274393494e-05
2.171181061337275e-06,8.629642042013334e-07,3.91075702972872e-05
0.0,0.0,0.0
0.0,2.2160421171252997e-06,9.93098012252834e-06
2.797116634141605e-06,7.672982756208687e-07,3.5687249779890936e-05
2.551494480291276e-06,0.0,1.3417210878587084e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,2.6805735765641338e-06,6.420103263055023e-06
0.0,0.0,0.0
6.580362057704433e-07,0.0,4.125406350547938e-06
6.356442857565376e-06,0.0,4.802294158512949e-05
0.0,3.598990952812924e-06,1.6734767913812487e-05
6.015881618517331e-07,0.0,0.0
0.0,3.9247233024719785e-06,0.0
0.0,3.796222311472134e-06,1.534680663486105e-05
8.66920479272812e-06,0.0,3.5339104514380286e-05
0.0,7.130053925053476e-06,7.130053925053476e-06
4.238397853801401e-06,5.414656396128757e-06,3.042719886821695e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.2884926211773419e-06,3.6332326923463897e-06
4.3921411332178085e-06,1.0407301186321262e-05,1.1920928955078123e-05
0.0,2.01419361504537e-06,2.01419361504537e-06
1.1400963753777434e-06,3.97006664964787e-06,4.483693616415973e-05
0.0,5.8138890430407886e-06,5.8138890430407886e-06
2.102177995337568e-06,1.382768223685618e-06,3.983091285016899e-05
0.0,0.0,0.0
4.04584237452792e-06,1.4900878106981152e-06,1.1526227413936498e-05
3.699789967155628e-06,0.0,9.10496147183432e-06
0.0,0.0,0.0
0.0,0.0,0.0
2.5982312196756306e-06,0.0,5.587168412286905e-06
4.8030798080453885e-06,0.0,4.9847237580832946e-06
2.265450853504628e-06,0.0,6.077811507849022e-06
8.412017399476328e-06,0.0,1.2126875623303857e-05
4.8552451761766725e-06,2.5457904992409057e-06,2.6572684638702958e-05
8.686952925462063e-06,1.6169880148080312e-06,9.934307228326596e-06
5.077320630666981e-06,1.5655385661942488e-06,4.0940336316085256e-05
7.008870793427497e-06,3.686520272535756e-06,2.2415075737447287e-05
6.678019531028514e-06,3.6894952653390284e-06,2.1117128930097807e-05
3.4045575521455285e-06,0.0,3.4045575521455285e-06
5.233962628150057e-07,5.9672746006441616e-06,6.244046416517821e-05
0.0,0.0,0.0
3.333458542287917e-06,2.654936670337419e-06,2.2386207284693898e-05
8.232317203546764e-07,0.0,4.8815850165671985e-06
1.1238946849007384e-06,6.504455647107513e-07,1.0281896035830035e-05
7.995226832956569e-07,0.0,1.4693435997806448e-06
2.9748296736779917e-06,0.0,2.0913355286500843e-05
5.160827423352817e-06,0.0,1.2018739293069179e-05
6.0238128007206705e-06,4.917360378236367e-06,6.458262049342006e-05
0.0,5.597376037820545e-06,7.645830765538728e-06
8.238459782841914e-07,0.0,1.6730113699530175e-06
6.618514234841883e-07,0.0,3.038350314896978e-06
1.1565283168092112e-05,0.0,2.5969942850785112e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.1973372486197472e-05,1.1973372486197472e-05
0.0,0.0,0.0
6.353161160020565e-06,0.0,6.353161160020565e-06
0.0,0.0,0.0
2.290785581899988e-06,4.164906233235519e-07,7.948240914134205e-06
0.0,0.0,0.0
5.502682785055928e-06,2.0817362747041563e-06,3.211445491961805e-05
3.2655319447014154e-06,6.755553757157327e-07,5.491015368440322e-05
0.0,1.8987870954261427e-06,2.846516476872609e-06
7.140743288897554e-06,0.0,7.140743288897554e-06
4.552246483596114e-06,7.891177644242743e-07,8.662153543208812e-05
6.279418305722737e-07,3.926840612856386e-06,1.3752213015580098e-05
6.262438635254387e-06,8.991563920282145e-07,2.629088549063853e-05
0.0,0.0,0.0
0.0,0.0,0.0
3.0740612412109873e-06,0.0,1.0522491384293271e-05
0.0,2.6595095007878332e-06,2.6595095007878332e-06
1.6244692819170766e-06,0.0,4.2072261019243135e-06
1.0426933155244972e-06,3.3585360332304674e-06,1.8220400712840512e-05
0.0,2.4446521687024603e-06,2.020689253958637e-05
1.6858925687026784e-05,0.0,2.3518405657134336e-05
0.0,1.6314338264917044e-06,7.662428874081453e-06
2.6441474248154804e-06,0.0,9.854301247992572e-06
0.0,3.4695407186489996e-07,0.0
1.886407981827805e-05,0.0,1.886407981827805e-05
0.0,0.0,0.0
1.1193396495878465e-05,0.0,1.428257541291698e-05
1.0077109832487313e-06,0.0,3.4347409905441633e-06
0.0,2.195626876706045e-06,7.632694728361162e-06
1.6370831919469634e-06,0.0,0.0
1.131712612445447e-05,7.838972526283545e-06,0.0001095040327019372
0.0,6.394671402449522e-06,0.0
0.0,0.0,0.0
5.324945038141815e-06,2.6175498912104044e-06,7.007761589139565e-05
0.0,3.48460967088884e-06,3.48460967088884e-06
1.3016009323358483e-05,1.231614613516713e-06,4.420969934156493e-05
0.0,6.446328960495742e-06,2.1830761939913902e-05
3.5842780431726243e-06,5.314155185212655e-07,2.043826360610234e-05
6.6446490929426635e-06,3.760190818155327e-07,1.9387843893039497e-06
4.210830786637089e-06,0.0,5.6664622896399365e-06
0.0,6.304445483272056e-06,9.010428385983333e-06
0.0,6.386906788389804e-06,6.386906788389804e-06
6.007162483683607e-06,2.2674147521976617e-06,1.645997460802529e-05
0.0,0.0,0.0
1.7498826404059394e-06,0.0,2.995514353626561e-06
0.0,0.0,0.0
0.0,4.614289652162732e-06,2.2361854542982425e-05
0.0,0.0,0.0
7.851965778666565e-06,6.549232146986294e-06,1.9173475198643873e-05
0.0,0.0,0.0
0.0,1.4592755696836688e-06,0.0
0.0,2.950796686692322e-06,1.3259209232419144e-05
0.0,2.4437096310282794e-06,5.7488326720195155e-06
2.0073353906719445e-06,0.0,9.11040657277222e-06
0.0,4.1855995945385124e-06,4.1855995945385124e-06
0.0,1.446565554145643e-06,5.068255854717066e-06
0.0,3.841663640226568e-06,5.589296455969514e-06
0.0,0.0,0.0
4.355106554193737e-06,0.0,1.402138296254252e-05
4.945612495116429e-06,0.0,7.776431023475983e-06
0.0,0.0,0.0
4.332772738992446e-06,0.0,1.6092944293042178e-05
0.0,6.181357469531269e-06,2.8058365502476532e-05
0.0,1.3230468408765556e-06,1.4012836455932966e-05
0.0,0.0,0.0
2.520737565709795e-06,1.1435013657100414e-06,7.664643491723465e-06
3.94724917521043e-06,0.0,8.454494042740488e-06
5.783617067788247e-06,6.143733498702415e-06,2.7989565902128966e-05
9.132212325806256e-06,0.0,1.4792841661580383e-05
1.1752049442650632e-05,0.0,1.0342178217448906e-05
0.0,5.227693399930969e-06,5.227693399930969e-06
0.0,0.0,0.0
1.9734935688270093e-06,7.973941817424106e-06,9.947435386251115e-06
4.3219228900892365e-06,2.3082156112539885e-06,5.516129417954329e-05
6.970300536037654e-07,1.1326416424918838e-05,5.712335216672152e-05
6.163932299709923e-06,3.625879159750875e-06,6.482339014040934e-06
2.931977159114287e-06,0.0,4.515309490167001e-06
0.0,7.073783932882602e-06,1.3300305564392421e-05
6.802569918177309e-07,0.0,2.158310279846512e-06
0.0,7.286589199716775e-06,7.773347077434462e-06
7.862382911723842e-07,7.862382911723842e-07,7.267738634367014e-06
1.25569733395678e-05,6.113147066961551e-07,2.5963604299073633e-05
3.5465326284773806e-06,0.0,8.814598826836517e-06
3.2844734438633434e-06,0.0,8.033847993861131e-06
1.3996266427022703e-06,1.7267852865939839e-06,4.045334334871172e-05
3.929847421503329e-06,0.0,8.558827858616081e-06
4.899020137613325e-06,5.423780926667769e-06,2.2456211494424584e-05
2.422780701906735e-06,0.0,6.903441829038896e-06
0.0,2.4249563421080152e-06,6.11846964977373e-06
0.0,2.7222754275319855e-06,1.2169170089714475e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,7.42240144154127e-07,5.367284530985976e-06
0.0,1.6370669655450186e-06,2.5741607078086722e-06
0.0,0.0,0.0
0.0,0.0,0.0
2.031372208624755e-06,0.0,2.6545124861210524e-06
2.786403282296627e-06,0.0,5.263697666664695e-06
0.0,0.0,0.0
9.332424263582895e-06,5.699312779356196e-06,1.503173704293909e-05
0.0,0.0,0.0
0.0,5.786504191105238e-06,1.5587774340085533e-05
0.0,0.0,0.0
1.9481355185027817e-06,2.299255860836361e-06,4.280323738472405e-05
3.88939802910165e-06,0.0,7.965935298209462e-06
6.963819480979415e-07,7.943744603129116e-07,1.2810529756416749e-05
0.0,1.9987054574601335e-06,8.289842080309662e-06
0.0,6.266439152666038e-06,1.0124542863689094e-05
4.8340047074136935e-06,1.5745638238912236e-06,2.023947840488637e-05
2.1784614616387224e-06,0.0,0.0
3.959595257688361e-06,0.0,1.1352412879027746e-05
0.0,0.0,0.0
1.308830640946408e-06,8.062523384355371e-06,5.9604644775390625e-06
9.801028515581208e-07,0.0,1.3699761945312536e-06
1.995090890247869e-06,0.0,1.0350008643781326e-05
2.2008307346267676e-06,3.8543552660151696e-06,4.1373205074582124e-05
7.556044607477194e-06,3.4616630341560965e-06,4.0390862126236806e-05
4.850033562117863e-07,0.0,1.1327299434138697e-06
7.546628781478355e-06,0.0,1.1784903601892467e-05
0.0,0.0,0.0
0.0,8.063159534662412e-07,8.266344756556604e-06
4.83789578834838e-06,0.0,8.281299809573266e-06
5.507012341853288e-06,4.814274606352028e-06,4.546453798869226e-05
0.0,1.0362740443086448e-06,5.856922460675731e-06
2.248121437050808e-06,0.0,1.1220650347392856e-05
1.6856573181937924e-05,0.0,2.5677298039771375e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.51875435372567e-05,1.51875435372567e-05
5.014773128284908e-06,0.0,7.883309725809323e-06
0.0,0.0,0.0
6.206427916604768e-06,2.1370476258838673e-06,6.211926289202791e-05
9.12894529857109e-06,0.0,0.0
1.0535129546447498e-06,0.0,7.180976587664209e-06
3.117531036041988e-06,6.058484749282571e-06,1.3553280779411373e-05
0.0,0.0,0.0
3.667860199397156e-07,3.667860199397156e-07,1.2809041429650992e-05
0.0,0.0,0.0
3.3197858764740326e-06,0.0,1.3634208314622712e-05
3.244787895709989e-07,3.244787895709989e-07,2.730233505863308e-06
0.0,0.0,0.0
1.1317345155596582e-06,0.0,2.2436688522624814e-06
1.0668441184050277e-06,2.7236987652992177e-06,1.2620180053311077e-05
3.173613073658015e-06,1.1058396553751697e-05,1.5454924043439335e-05
0.0,3.8225746530745094e-07,1.1267421702823239e-05
0.0,0.0,0.0
9.63859040522481e-07,0.0,4.634365711787394e-06
0.0,8.36815999466442e-07,3.310739844575882e-06
2.126026011597514e-06,0.0,7.961911045193046e-06
1.752701164330205e-06,0.0,2.893880184838764e-06
3.539769334212686e-06,0.0,1.2064358070884685e-05
0.0,1.6123431887271208e-06,5.076605177368017e-06
8.298327595183969e-06,1.4918944682666516e-06,5.379240410462574e-05
6.737450845966157e-06,1.6206488185035431e-06,1.7973309697649984e-05
3.0756153768238235e-06,0.0,2.1088053304124924e-05
4.5787604762828e-06,0.0,8.607495089476357e-06
0.0,2.860881725776344e-06,0.0
0.0,1.8586047099998344e-06,0.0
1.1131393677231158e-05,1.8875074226686086e-06,6.947625245221055e-05
6.995901913022411e-06,0.0,3.3455514347628654e-05
1.351578890628865e-06,1.1842263202385817e-06,1.9964163024711095e-05
4.243616053139757e-06,2.3475944840066946e-06,3.5210242863714304e-05
0.0,2.5064583449383504e-06,3.762909804667612e-06
1.7238064686099145e-05,2.308808305434179e-06,2.1071467785389348e-05
1.4491950905164997e-06,3.6675070366751244e-06,2.380695418758755e-05
3.1850636653212042e-06,2.289718029901303e-06,3.607787969317418e-05
0.0,0.0,0.0
0.0,0.0,0.0
5.686921207531521e-06,0.0,2.8279566056060516e-05
6.9719175233767554e-06,1.5209238040537627e-06,7.03703250670587e-05
5.430556010305882e-06,0.0,8.673201908470688e-06
0.0,6.710290761829285e-06,4.575498684640066e-05
3.3806279386092714e-06,0.0,0.0
0.0,8.232155141022236e-07,3.233942226242796e-06
3.6063697057372494e-06,7.44036768405403e-07,1.347047069977694e-05
0.0,0.0,0.0
2.2824827603453263e-06,0.0,5.518362058522658e-06
0.0,1.7872624636010007e-06,3.7041000938217846e-06
3.685761628736076e-06,0.0,3.685761628736076e-06
0.0,0.0,0.0
1.2635889490053978e-06,1.997152205371959e-06,2.484451349214282e-05
0.0,2.178643841393484e-06,0.0
2.2144093942363327e-06,5.230514896199012e-06,5.293844493635386e-05
0.0,4.4126983545502596e-06,4.4126983545502596e-06
1.1186334232333537e-06,3.7609795122466732e-06,9.697754252397019e-06
3.4657015947460295e-06,1.1425152350720897e-06,1.7691553806402616e-05
0.0,6.502331690592561e-06,1.778083361514755e-05
1.2671085204122659e-06,5.955021893932548e-06,9.49788401994783e-05
1.1197764569574257e-06,2.0420627927992476e-06,7.060751230327339e-06
3.837120248197306e-06,4.22418400239049e-06,1.8150195283809056e-05
0.0,1.7946413431182054e-06,5.854191584563014e-06
4.33261275890258e-06,0.0,4.33261275890258e-06
1.216104463723601e-06,1.1522002247694675e-05,1.983900607534792e-05
0.0,9.511303208190978e-06,1.4547741309817427e-05
0.0,0.0,0.0
7.763308122297825e-06,0.0,7.763308122297825e-06
2.482695619673589e-06,1.913567324005565e-06,5.960464477539063e-06
2.8037537320088325e-06,0.0,1.5484598762790152e-05
5.334302493074012e-06,0.0,4.107563100383533e-05
3.6833919360707757e-06,7.169685849765438e-07,1.5654604351943896e-05
6.881825018232926e-06,0.0,1.3327314961013111e-05
3.2267663869584165e-06,2.956711855254346e-06,2.742575256645709e-05
0.0,1.2259767832885241e-05,2.1562968317227997e-05
4.780724965635751e-06,0.0,4.780724965635751e-06
1.0264415942756825e-06,5.230098281122046e-06,1.2069620890794745e-05
2.672359682867298e-06,0.0,8.780726708064765e-06
0.0,8.275245720487222e-06,3.845145815761137e-06
3.20782198694948e-06,0.0,3.20782198694948e-06
1.6377887332618807e-06,2.7553753381736477e-06,3.379521226873745e-05
0.0,4.282564114132736e-06,2.6376871976694493e-05
0.0,4.2804292166280315e-06,5.6524766411625684e-06
9.26756350906067e-06,5.239731752214247e-07,7.106621617261591e-05
6.494423592853935e-06,0.0,6.494423592853935e-06
6.32140616770469e-06,0.0,3.354100116590379e-05
5.0702711741102865e-06,1.8928040840570471e-06,3.642035751113549e-05
6.917804020283962e-07,7.975145343346358e-06,2.88749268159542e-05
2.9204622448464816e-06,0.0,7.555517232396617e-06
0.0,2.3597573800323145e-06,4.532974938705529e-06
1.5798715838804866e-06,2.730181728470477e-06,1.675898597979111e-05
4.349257874157414e-06,0.0,5.911039356081658e-06
0.0,3.2482961193633084e-06,3.2482961193633084e-06
2.8606550401036433e-06,0.0,2.8606550401036433e-06
6.858386466060318e-07,0.0,1.5318115266733588e-06
0.0,0.0,0.0
5.754862755099001e-06,3.639842064986555e-06,1.6726189821356393e-05
1.0576062860254294e-05,0.0,1.3316340131639687e-05
5.023058328458715e-07,2.054274806422225e-06,2.892812317546463e-05
0.0,6.299080472167851e-06,7.72666632684834e-06
0.0,7.714245663399314e-06,8.086528972969006e-06
0.0,1.6482136742066237e-06,2.407699321068549e-06
0.0,4.031311680018237e-06,4.031311680018237e-06
0.0,1.2518931403464095e-05,3.3807471771461425e-05
0.0,4.554831616680354e-06,8.094172944127368e-06
5.427142291514463e-06,0.0,5.427142291514463e-06
5.901418353440574e-06,0.0,2.5644165686981442e-05
1.7796673281957584e-05,0.0,1.7796673281957584e-05
0.0,3.5262156686950006e-06,1.419308139506513e-05
3.481957536841633e-06,5.953158067345969e-07,4.317425222293123e-06
8.54562766171936e-07,5.731622165563006e-06,1.8912969717715003e-05
4.362690382002303e-06,3.2293487855653504e-06,2.8935218892571773e-05
2.439115738824525e-06,0.0,2.439115738824525e-06
0.0,3.7346759345354343e-06,0.0
7.779985428605523e-06,5.391518453902661e-06,1.3386645886990666e-05
1.4021132139552753e-06,8.058055668057584e-07,5.104057771982998e-05
0.0,0.0,0.0
6.19438903409708e-06,0.0,6.19438903409708e-06
7.015082660630695e-06,9.623153871717773e-07,1.6833766242569685e-05
3.231755298041784e-06,3.5515155377833184e-06,1.3615356421655288e-05
0.0,1.974999309357345e-06,1.974999309357345e-06
8.792880708629868e-06,4.697699612743571e-06,3.181115105857532e-05
6.30386091320332e-06,1.458126596258898e-06,2.1343370460733706e-05
0.0,2.3709275320774607e-06,3.7874689439063556e-06
0.0,0.0,0.0
4.172100186467068e-07,1.7354023430811054e-06,9.49596401040887e-06
1.54971986198671e-06,6.226011591409784e-06,1.5136345492570426e-05
2.9908423366560428e-06,7.495065541220094e-07,1.096179975148044e-05
2.0718131156254576e-06,0.0,3.0719170017259398e-06
1.1449979773836724e-05,3.0979695340798816e-06,3.513061450006482e-05
1.238481840580545e-06,4.5957567256194375e-07,6.5299281601306316e-06
0.0,0.0,0.0
0.0,0.0,0.0
1.2205947640591236e-06,5.792361353055258e-06,1.3094635770458759e-05
2.0312210812094207e-06,2.0478615908460806e-06,2.0364859774930555e-05
0.0,3.044750745487888e-06,2.902170171413118e-06
5.951676719443225e-06,2.282714509231247e-06,3.8500853484622034e-05
0.0,0.0,0.0
3.8145565155452205e-06,0.0,3.8145565155452205e-06
1.963267125915208e-06,7.29498923215782e-06,1.255617395352369e-05
0.0,1.8897792543413683e-06,1.3512169307924462e-05
0.0,0.0,0.0
0.0,2.0136381668766306e-06,3.949179141122543e-06
4.204847252160969e-07,2.6894835242342336e-06,9.10502480072377e-06
5.899373729070023e-06,2.161389810246043e-06,6.387286689678492e-05
0.0,2.084771500690394e-06,2.7981663470828552e-06
0.0,1.8607964626599612e-06,2.7515945305521747e-06
8.033149266286283e-06,0.0,1.092300727308516e-05
1.3208110531986455e-05,0.0,2.875647473221171e-05
0.0,1.5270861198847307e-06,0.0
2.3518811384666883e-06,2.5869997111079716e-06,2.0397524752077377e-05
2.6714030772589867e-06,2.956474349406191e-06,3.482692574035812e-05
0.0,0.0,0.0
2.7201933811564455e-06,7.031831860903291e-06,1.855348940872007e-05
6.377492613338953e-07,9.006714810689636e-07,3.0600308342704154e-06
5.274715532607431e-06,0.0,0.0
8.145279603312362e-06,0.0,1.60441829284808e-05
6.048657686708714e-06,4.3832320613280245e-06,1.875158124717431e-05
7.768116523586862e-06,0.0,3.2830425018318265e-05
2.9982968771492304e-06,2.3018774484465654e-06,7.879088618512307e-05
7.1706836324229106e-06,4.7502453226552144e-06,1.1920928955078125e-05
1.684547515452967e-06,4.275916962086095e-06,5.9604644775390625e-06
0.0,7.746096592650257e-06,7.746096592650257e-06
3.1282603062773935e-06,0.0,1.1907124644387988e-05
5.07388107868099e-06,4.383484701191245e-06,3.679520992102757e-05
0.0,3.1415940652529627e-06,6.102369606217312e-06
3.950667556833744e-06,3.831487056863822e-06,2.0812970020184317e-05
0.0,8.263045363955748e-06,6.484164185117646e-06
0.0,2.388578638054015e-06,2.388578638054015e-06
1.4716480019242328e-06,1.4225172109215016e-06,1.664573299260846e-05
0.0,1.0396743828491809e-05,7.426445044647084e-06
0.0,5.155766809219942e-07,0.0
7.638687202380016e-06,5.982886178695097e-06,1.0197703296570083e-05
0.0,1.8070707928930607e-06,3.700872047693511e-06
1.4853520351337619e-05,0.0,1.4853520351337619e-05
1.9567007278316343e-06,0.0,0.0
3.1996777246997133e-06,0.0,8.891091309021218e-06
9.719587978812996e-07,3.4621391732813534e-06,0.0
7.945894116152306e-07,1.1179215123613062e-05,1.7886229645019117e-05
0.0,0.0,0.0
4.816049462719684e-06,9.864154581274596e-07,2.527093412480825e-05
0.0,3.555753240189114e-06,0.0
4.775663402328261e-06,6.002723965129006e-06,0.0001526562358337611
2.5299984308541844e-06,1.7055096236140164e-06,1.795416623517195e-05
5.8879619851238335e-06,0.0,5.6367130121655554e-05
1.3915756496830412e-06,4.080999101511858e-06,3.85886701150571e-05
1.649810462432823e-06,0.0,9.758437494570262e-06
7.287107628957996e-06,0.0,1.6876474786140502e-06
1.3240272013729294e-06,0.0,9.049183477641145e-06
2.246932765390257e-06,0.0,2.9580023661162076e-06
4.4786715385369883e-07,2.28387053811083e-06,8.743452932989966e-05
2.0944877091714236e-06,1.974606954546116e-06,3.6909803209385554e-05
4.548262531271903e-06,1.3151982690298716e-06,0.00011127969231849823
6.090859289450885e-07,9.892668490832518e-07,3.2269349956990393e-06
2.4684218956583363e-06,1.684685484715705e-06,3.941227532140659e-05
2.6436541052872416e-06,2.386960280137865e-06,1.8207094563789637e-05
0.0,6.781789716255831e-07,1.3960187432207872e-06
0.0,7.544632682935901e-06,2.233436196926304e-05
4.063590728673404e-06,0.0,2.387909496513246e-05
0.0,1.1585320621536383e-06,0.0
0.0,2.403726612915029e-06,1.2843910452155677e-05
4.545156313993307e-06,1.301860533771582e-06,1.185414769422172e-05
0.0,3.610382547644746e-06,1.0879612362099744e-05
2.3893940699075796e-06,1.5635812659579424e-06,1.0699451265096724e-05
5.9246269546711814e-06,0.0,2.34317629615017e-05
2.1353544097381257e-06,5.559810505849594e-06,5.960464477539063e-06
0.0,1.7211019314419626e-06,3.820070491806661e-06
3.2052246512368774e-06,5.51047965260437e-06,8.715704303841248e-06
3.009487306757255e-06,0.0,3.009487306757255e-06
2.399988219246028e-06,1.0681428774879102e-05,1.308141699412513e-05
0.0,3.9898844301807045e-06,4.849731414421763e-06
0.0,0.0,0.0
0.0,1.8145436421451004e-06,0.0
2.121272357905503e-06,3.451591895867893e-06,6.540828207890389e-05
0.0,1.5672617554359463e-06,1.5672617554359463e-06
0.0,3.055464905955136e-06,9.544090757151906e-06
0.0,0.0,0.0
0.0,2.1165956221981356e-06,1.5107504383506091e-05
0.0,3.815039341384073e-06,6.588839404326552e-06
5.988843681465508e-06,0.0,1.4717418016644345e-05
0.0,0.0,0.0
4.1759461557394106e-06,5.3535549653989575e-06,9.529501121138368e-06
4.506261060154805e-06,2.076342804152762e-06,3.3446009385908396e-05
0.0,6.265577464667359e-06,3.59574289520031e-06
3.5278680582254006e-07,0.0,3.003864133797348e-06
3.7598686780851686e-06,0.0,1.3935439394984594e-05
2.638523400773913e-06,0.0,4.332531897815578e-06
3.034430786290306e-06,6.326455987901082e-06,2.257720861926842e-05
8.61684792262194e-06,5.442384470053907e-06,3.35039685870895e-05
1.5275943359720096e-06,1.6553663876067263e-06,1.0735234496954843e-05
0.0,5.6893142293811205e-06,1.1997325065626555e-05
2.1207102579581786e-06,3.9673608785339375e-06,2.67024281345173e-06
0.0,0.0,0.0
3.102290810843194e-07,4.050977732468213e-06,5.9604644775390625e-06
0.0,0.0,0.0
1.5962990519814443e-06,0.0,1.077731948109319e-05
8.12360568592891e-06,3.2293500970072473e-06,5.917865925690523e-06
9.222639016260941e-06,9.630199884230898e-07,3.163158709518142e-05
0.0,1.4344153610037357e-06,0.0
7.992054754773816e-06,0.0,2.4424035403721054e-05
0.0,0.0,0.0
8.480441604098628e-06,5.888958113894647e-06,1.6759819391022393e-05
5.185788691288153e-06,0.0,6.463706058153999e-06
0.0,3.0807204340199318e-06,1.321207342451418e-05
0.0,2.572205378630264e-06,5.595565380052511e-06
0.0,3.123454955004853e-06,5.1792771270611925e-06
4.0072125712858155e-06,1.2673927957294698e-05,1.3795032013448352e-05
3.0711890352991416e-06,5.570306657968631e-07,2.8187033323653776e-05
4.0888013537678335e-06,0.0,1.777214130275216e-05
1.4109144581519262e-06,5.722804934359786e-06,2.3071605852599422e-05
1.591753698353455e-06,2.450253645943672e-06,3.239034677157511e-05
2.19705868947097e-06,1.0601704832032682e-06,8.99365373900404e-06
2.3790135915811386e-06,2.8892574771126086e-06,6.026507896921041e-05
0.0,2.1769597234239868e-06,2.5362570919856885e-06
0.0,1.8452985875893179e-06,2.9873208037175372e-06
2.6969047613479346e-06,1.3472196396696107e-06,3.65829100137815e-05
7.449370930870128e-07,6.937152822198619e-06,1.033387566742747e-05
3.976728676463541e-06,2.291828487336856e-06,1.5190424627842794e-05
3.6842476202134385e-06,8.236681334864687e-06,1.1920928955078125e-05
0.0,4.46191443770012e-06,7.302745678991552e-06
1.8976955859836427e-06,5.506893090767049e-06,1.5170456309453947e-05
7.824140808381453e-06,4.096788146696673e-06,1.1920928955078125e-05
8.026889435449191e-07,0.0,1.7997890743515749e-06
3.021884186021871e-06,7.529623435707264e-07,6.598467166807895e-05
1.7054890498401794e-06,4.754904267238173e-06,9.122893125391401e-06
1.270246557012681e-06,0.0,3.236437778435871e-05
3.104885146440491e-06,3.8560962494967235e-06,9.957526630968957e-05
0.0,0.0,0.0
0.0,6.754545305210778e-07,4.224346588590714e-06
2.9599647976490027e-06,0.0,7.4477554476953615e-06
8.467399441269371e-07,0.0,3.7913963004459725e-06
2.288194092118683e-06,1.9000131823752576e-06,5.507471720368733e-05
7.208270955458616e-07,8.11765337017932e-06,4.144518443903899e-05
3.382436335734171e-06,0.0,6.628752630554113e-06
2.8832456362855155e-06,1.49504109547403e-05,2.831848364479269e-05
2.940283791880216e-06,3.820242838060459e-06,9.505586575293945e-05
5.464699067166176e-06,0.0,2.1863248182032045e-05
0.0,1.1362507395918676e-05,2.480777251266057e-05
2.6009687095198953e-06,1.20860783813128e-06,8.5943688331884e-06
1.4684536672822152e-06,6.03977718435031e-06,8.911871659914735e-06
2.7941470435241344e-06,1.0424455651829002e-06,1.9656358408411148e-05
0.0,9.662732730526604e-06,0.0
0.0,0.0,0.0
4.281765077896024e-06,1.2341099341115149e-06,2.5499840877905413e-05
7.818110425706745e-06,2.0514092646856902e-06,9.869519690392435e-06
5.575047247705494e-06,1.2691763414745263e-05,1.8266810662450756e-05
4.80270077301572e-06,8.570838493537176e-07,6.409728376482252e-05
2.55753314935175e-06,8.597462908125318e-06,3.1754610332805814e-05
6.846683293416653e-06,1.6017553762040085e-06,4.509616886848491e-05
3.487438044641801e-06,0.0,2.0537663152988404e-05
2.7154464827978865e-06,5.378844913145374e-06,4.069213137093028e-05
8.422690792940877e-06,1.0210849257027912e-06,2.384185791015625e-05
2.9513251461458434e-06,2.4540766723935116e-06,2.2208899565273252e-05
3.4506919924471254e-06,3.061279100622137e-06,9.633870677361096e-05
0.0,1.5799624702200932e-06,2.5121442371064e-05
0.0,4.712520464970485e-07,1.9554383268258032e-05
3.0291085922352623e-06,9.730031859853499e-07,2.6147342314460827e-05
2.065571104212828e-06,1.8847589298311815e-06,2.04793867154728e-05
2.633912076593209e-06,4.52666332886317e-06,2.0668396320415246e-05
2.8570598807113657e-06,0.0,0.0
3.6568080027039724e-06,6.166611854727918e-07,2.1757854189727094e-05
4.040026647463053e-06,7.68175132030404e-06,1.1721777967767093e-05
4.439958249463004e-06,0.0,4.729499668604829e-06
4.4574230279196005e-06,2.099013321402945e-06,9.030011714251544e-06
0.0,0.0,0.0
1.6710791266799384e-05,0.0,1.6710791266799384e-05
4.682228126832398e-06,3.395735825896098e-06,6.547242743437182e-06
0.0,2.1050766339769435e-06,0.0
0.0,3.0810041208585013e-06,3.0810041208585013e-06
